Analyte_Abbreviation,Chemical_Name,CASRN,Treatment_Process,Test_Scale,Matrix,Matrix_Detail,Treatment_Temp_C,Treatment_Time,Condition_Details,Effectiveness_Percent,Effectiveness_Type,Measure_Details,Initial_Concentration,Initial_Details,Post_Concentration,Post_Details,Offgas_Concentration,Additional_Details,Citation,Treatment_Time_Minutes,Effectiveness_Percent_Numeric,Initial_Concentration_Numeric,Post_Concentration_Numeric,Offgas_Concentration_Numeric,Treatment_Success,Temperature_Category,Time_Category,In_Chemical_List,Standardized_Chemical_Name
PFOA,Perflouorooctanoate,335-67-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,15.3 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,15.3,False,High,Short,True,Perfluorooctanoic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,1.9 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,1.9,False,High,Short,True,Perfluorooctanesulfonic acid
PFOA,Perflouorooctanoate,335-67-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,11.8 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,11.8,False,High,Short,True,Perfluorooctanoic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,1.9 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,1.9,False,High,Short,True,Perfluorooctanesulfonic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOS,700.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,2%,Percent Fluorine Recovery,Mineralized F in quartz tube and GAC,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 4,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorooctanesulfonic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOS,700.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,76%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 4,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorooctanesulfonic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOS,700.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,8%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 4,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorooctanesulfonic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,1.4 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,1.4,False,High,Short,True,Perfluorooctanesulfonic acid
PFOA,Perflouorooctanoate,335-67-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,13.5 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,13.5,False,High,Short,True,Perfluorooctanoic acid
PFOA,Perflouorooctanoate,335-67-1,Incineration,Full,Other,Unspecified waste,850.0,2 second,"Regulatory minimum for waste incineration processing in the study locale (Harlingen, The Netherlands). Not necessarily the conditions at which field measurements were made during the study period.",,,,,,,,18.6 pg/Nm<sup>3</sup>,ESTIMATE: Values estimated from plot in Fig 2,Arkenbout 2018,0.03333333333333333,,,,18.6,False,High,Short,True,Perfluorooctanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,1000.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,80%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,1000.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,1%,Percent Fluorine Recovery,Mineralized F in quartz tube and GAC,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,1000.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,1%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorohexanoic acid
PFBA,Perfluorobutanoic acid,375-22-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,900.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,0.17%,Recovery Rate in Off-Gas,Volatile organic fluorine recovered in Carboxen 569,0 mg/g,50 mg of GAC treated,,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,,0.0,,,False,High,Short,True,Perfluorobutanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,900.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,64%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,900.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,7%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorohexanoic acid
PFBA,Perfluorobutanoic acid,375-22-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,0.026%,Recovery Rate in Off-Gas,PFBA not known to exist on GAC prior to treatment; Quantification limit = 0.05 ug F for each PFAS analyzed,0 mg/g,50 mg of GAC treated,,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,,0.0,,,False,High,Short,True,Perfluorobutanoic acid
PFPeA,Perfluoropentanoic acid,2706-90-3,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,0.017%,Recovery Rate in Off-Gas,PFPeA not known to exist on GAC prior to treatment; Quantification limit = 0.05 ug F for each PFAS analyzed,0 mg/g,50 mg of GAC treated,,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,,0.0,,,False,High,Short,True,Perfluoropentanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,77%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,4%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,700.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,5%,Percent Fluorine Recovery,Mineralized F in quartz tube and GAC,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,700.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,42%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorohexanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFHxA,700.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,8%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 3,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorohexanoic acid
PFOA,Perflouorooctanoate,335-67-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,1000.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,78%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorooctanoic acid
PFOA,Perflouorooctanoate,335-67-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,1000.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,1%,Percent Fluorine Recovery,Mineralized F in quartz tube and GAC,10 mg/g,50 mg of GAC treated,Not detected,,Not detected,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,100.0,10.0,0.0,0.0,True,High,Short,True,Perfluorooctanoic acid
PFBA,Perfluorobutanoic acid,375-22-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,900.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,0.03%,Recovery Rate in Off-Gas,PFBA not known to exist on GAC prior to treatment; Quantification limit = 0.05 ug F for each PFAS analyzed,0 mg/g,50 mg of GAC treated,,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,,0.0,,,False,High,Short,True,Perfluorobutanoic acid
PFOA,Perflouorooctanoate,335-67-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,900.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,53%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorooctanoic acid
PFOA,Perflouorooctanoate,335-67-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,900.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,8%,Percent Fluorine Recovery,Volatile organic fluorine recovered in Carboxen 569,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorooctanoic acid
PFBA,Perfluorobutanoic acid,375-22-4,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,0.029%,Recovery Rate in Off-Gas,PFBA not known to exist on GAC prior to treatment; Quantification limit = 0.05 ug F for each PFAS analyzed,0 mg/g,50 mg of GAC treated,,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,,0.0,,,False,High,Short,True,Perfluorobutanoic acid
PFPeA,Perfluoropentanoic acid,2706-90-3,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,0.02%,Recovery Rate in Off-Gas,PFPeA not known to exist on GAC prior to treatment; Quantification limit = 0.05 ug F for each PFAS analyzed,0 mg/g,50 mg of GAC treated,,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,,0.0,,,False,High,Short,True,Perfluoropentanoic acid
PFOA,Perflouorooctanoate,335-67-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,45%,Percent Fluorine Recovery,Mineralized F in off-gas,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorooctanoic acid
PFOA,Perflouorooctanoate,335-67-1,GAC Reactivation,Lab,Treatment Media,GAC spiked with PFOA,800.0,10 minute,Treatment time representative of time in furnace; exposed to nitrogen gas for 2 minutes at 1.5 L/min,2%,Percent Fluorine Recovery,Mineralized F in quartz tube and GAC,10 mg/g,50 mg of GAC treated,Not detected,,,No PFASs remained in either quartz tube or GAC; quantification limit = 0.05 ug F; No VOF recovered in Tenax TA tube; quantification limit = 0.3 ug F; data interpolated from Fig. 2,Watanabe et al 2016,10.0,100.0,10.0,0.0,,True,High,Short,True,Perfluorooctanoic acid
